,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119,M120,M121,M122,M123,M124,M125,M126,M127,M128,M129,M130,M131,M132,M133,M134,M135,M136,M137,M138,M139,M140,M141,M142,M143,M144,M145,M146,M147,M148,M149,M150,M151,target
119,17185098.285714287,0.0,,3.4285714285714284,,5.0,,239782135.8333333,4.0,2499915901.0,7276558.0,5851440262.0,1.4285714285714286,19.0,0,1.7142857142857142,16.0,1.4285714285714286,2.571428571428572,1480956350.857143,4.0,3.0,19470275.57142857,0.0,,1,1,2.2666666666666666,6225860.0,,956000.0,4.2676230361503136e+17,,1.6311490790813288,0.0,,0.4285714285714285,1.0,,,8.0,63.0,8.0,8.0,608093057.2857143,,0,2400943578.0,,923746.0,439260568.85714287,,3.5,21146264.0,14.25,90284802.0,173496652.7142857,1,0.0,4.285714285714286,3453240.285714286,1.2857096808844371e+17,-1680026836.0,,38.0,21032019.0,57479837.0,0.0,1,1,,,5.0,2.25,1.1428571428571428,2.571428571428572,152020671.0,1965562181.0,3.0,20282418.285714287,4.0,0.5714285714285714,0.0,1.5714285714285714,71879188.57142857,2.675532681696176e+17,22000.0,55,1.0,14672469.0,0.0,10.0,0.5714285714285714,1674043.0,1.0183270242225546,2.75,463738045.5,0.0,36811254.28571428,1.8571428571428568,34964982.0,915196481909439.6,2.8,1.0,4.25,0.0,3.357142857142857,1.0,1.5,31227908.85714286,31370766.0,110028652.9,19.0,1.8571428571428568,100303524.85714284,72692257.0,226836594.57142857,1.8571428571428568,90035306.57142857,121489911.85714284,1.8636363636363635,539589784.8571428,1000000.0,1.0,1.4285714285714286,173635799.3181818,2.171641791044776,4,0.0,0.0,2.0,28812675.5,3.460526315789474,1.0,28812675.5,5184226.0,880410298.0,1.7142857142857142,1.5714285714285714,2.2857142857142856,6715881.0,18412972.85714286,1.7142857142857142,0.4285714285714285,6936805.0,3.0,11.0,0.7916249581830372,0.0,0.8380837900802343,1.191718366305238,1
284,73934403.28571428,,,1.5714285714285714,,4.142857142857143,,,,,99204554.0,,1.4285714285714286,,2,,6.0,4.142857142857143,2.0,,,,63630794.28571428,0.0,,0,0,0.8405797101449277,,,,1131806105207031.2,4.0,,,,,,,,,,,,21882487.57142857,,2,134379334.0,,,,,0.5,40388081.0,18.166666666666664,88401248.0,28618611.285714287,4,0.0,4.142857142857143,0.0,453865675726309.0,,,8.0,7542880.428571428,,99698804.0,4,3,,,,,2.0,3.571428571428572,93164559.0,,,,,,35664452.0,,7139566.714285715,,,45,4.428571428571429,,,,3.142857142857143,,,,,21555975.0,33776872.28571428,,,,,0.0,1.75,,,,,90413096.28571428,,,,1.0,7188040.0,,,3.7142857142857135,5699710.714285715,35598442.0,5.0,0.0,18343985.0,,,,0.9788732394366196,3,,,2.571428571428572,48064233.5,,,,106350099.0,,0.8571428571428571,1.5714285714285714,4.285714285714286,90450636.0,,,0.7142857142857143,10853653.42857143,,,1.233169465571953,1.040633949775471,4.544764055091442,,1
442,5276628.428571428,193151813.0,,1.7142857142857142,,4.714285714285714,0.9432937170797892,35364457.5625,0.0,351608885.0,57738450.0,1079907000.0,1.7142857142857142,13.0,2,3.0,4.0,1.4285714285714286,4.285714285714286,241834578.2857143,2.0,1.1428571428571428,13406416.714285716,0.0,,0,2,5.923076923076923,6151323.0,,151323.0,2365043719605106.0,,0.98740956924771,0.0,,0.7142857142857143,0.0,,,8.0,17.0,12.0,7.0,6852000.0,,0,97397499.0,,346133.0,1894898.571428572,,3.0,1467238.0,22.333333333333336,501554558.0,193506785.7142857,0,4419996.0,4.714285714285714,526638.1428571428,35139922723646.203,-88603000.0,,8.0,3357879.285714286,0.0,170994804.0,4,1,,,0.0,0.5,1.0,0.0,5794429.0,94382632.0,0.0,72610062.28571428,3.0,0.2857142857142857,3043654.0,0.8571428571428571,18395012.42857143,380699209367084.1,3686685.5,85,0.1428571428571428,6166301.5,0.0,10.0,0.7142857142857143,151323.0,0.986053218128322,1.3333333333333333,71467804.33333333,30122238.0,17092348.85714286,0.2857142857142857,212544371.1428572,3318467793925011.0,1.0,0.2857142857142857,0.3333333333333333,0.0,0.7,1.0,0.0,5957485.571428572,5957485.571428572,116251223.33333331,14.0,0.1428571428571428,5093023.428571428,4106876.857142857,3378485.571428572,0.5714285714285714,18176221.71428572,38604658.0,0.8,21341698.0,0.0,0.0,0.7142857142857143,38372769.6,5.945945945945946,0,0.0,0.0,0.7142857142857143,14403626.0,0.5523809523809524,1.0,14403626.0,10663811.0,19358657.0,0.5714285714285714,0.4285714285714285,0.2857142857142857,794429.0,302733685.14285713,0.2857142857142857,0.2857142857142857,30121582.0,0.25,10.0,19.49721286831028,,1.1202832077922078,0.9335614603106568,1
292,31745712.285714287,,,1.4285714285714286,,0.5714285714285714,,,,,49161114.0,,3.4285714285714284,,0,,3.0,0.8571428571428571,1.2857142857142858,,,,39520980.0,0.0,,2,1,2.9,,,,2163203764782466.8,0.0,,,,,,,,,,,,20680782.57142857,,1,30066990.0,,,,,3.0,0.0,7.300000000000001,1020818578.0,46760251.0,0,130895849.0,1.7142857142857142,13610.42857142857,1817876000922868.8,,,6.0,-33140422.57142857,,36368422.0,2,1,,,,,0.4285714285714285,0.7142857142857143,3278.0,,1.0,,,,29052654.0,,41519762.28571428,,,76,0.0,,,,0.8571428571428571,,,,,0.0,114615.42857142857,,,,,0.2857142857142857,0.25,,,,,53948012.85714286,,,,0.1428571428571428,7653245.714285715,,,0.2857142857142857,27921980.14285714,20644995.57142857,0.7755102040816326,13767616.857142856,221036.0,,,,3.69811320754717,0,,,0.2857142857142857,116070236.0,,,,0.0,,0.2857142857142857,0.8571428571428571,0.4285714285714285,267003278.0,,,0.2857142857142857,204225.42857142852,1.2857142857142858,,179545.45454545456,0.3,1.4095238095238096,,1
549,1155165910.5714283,159261620.0,414379.7142857143,13.857142857142858,1.0,13.142857142857142,0.5689024404416038,565632474.32,0.0,2826221715.0,197685602.0,15547000000.0,7.714285714285714,24.0,1,7.285714285714286,21.0,5.714285714285714,13.428571428571429,440237448.4285714,7.0,7.571428571428571,1099826451.142857,423000000.0,35000000.0,0,8,2.114503816793893,0.0,646876818.0,855063.0,3.4338946593494426e+17,,0.9860978101566628,0.0,1.0,5.428571428571429,1.0,-400000000.0,1135948045.1111112,54.0,174.0,11.0,10.0,2570413739.714286,,5,1639350949.0,,1338411.0,537967373.1428572,10.0,4.0,0.0,29.866666666666664,3463548722.0,2437475577.0,1,1669896311.0,9.571428571428571,-4099343.4285714286,4061931785948240.0,-370959450.0,,38.0,310713884.5714286,95835437.0,3033311.0,1,1,48.0,,12.0,9.22222222222222,3.857142857142857,7.285714285714286,2407246259.0,2288286051.0,5.0,1354217974.2857144,53.0,5.571428571428571,2094899.0,2.4285714285714284,796033890.4285715,6.267220531246304e+17,43868.0,23,3.0,1242413121.0,3.0,12.0,3.4285714285714284,4738320.0,0.6026033746332216,4.8,1228786542.8333333,181916831.0,358286332.14285713,7.142857142857143,1731424343.4285717,2.6623008403533712e+17,8.333333333333334,0.5714285714285714,8.0,7.0,44.94444444444444,2.0,4.0,786337752.0,858876372.5714285,1270991555.7037036,50.0,3.7142857142857135,419533273.2857143,420402843.5714286,340085631.0,7.285714285714286,471883602.2857143,95537097.85714284,4.688888888888889,645069577.5714285,1915754377.0,1.0,7.714285714285714,1009049798.9555556,2.218446601941748,0,15.0,2.0,7.714285714285714,24838361.0,19.929894179894177,3.571428571428572,24838361.0,298297439.0,252530069.0,4.285714285714286,2.142857142857143,3.7142857142857135,0.0,1206038775.4285717,4.857142857142857,6.428571428571429,774016584.1428572,5.666666666666667,9.0,0.8663283394495412,1.0552671643835616,0.0,1.1053334104898564,1
592,53993416.28571428,0.0,0.0,2.4285714285714284,,3.857142857142857,,22537664.0,0.0,2478909.0,60146380.0,0.0,6.142857142857143,1.0,0,0.1428571428571428,7.0,3.4285714285714284,3.857142857142857,0.0,0.0,0.5714285714285714,67495240.0,60000000.0,26000000.0,1,3,1.9,0.0,,1065866.0,313986076000000.0,1.0,,0.0,,0.0,0.0,-60000000.0,,,,3.0,3.0,59362857.14285714,0.0,1,378605321.0,,1567048.0,0.0,1.0,1.0,0.0,3.866666666666666,114827706.0,47251142.85714286,0,9094352.0,3.7142857142857135,-1800950.857142857,905333333333333.4,,0.0,12.0,-4568142.857142857,0.0,1146380.0,2,0,10.0,,0.0,,1.0,1.2857142857142858,13504797.0,1085866.0,1.0,9440115.42857143,,0.7142857142857143,10942797.0,0.1428571428571428,92681033.71428572,62675208.0,20000.0,42,1.2857142857142858,1457792.0,1.0,0.0,1.1428571428571428,1065866.0,,0.0,,30165017.0,92761134.14285716,0.0,0.0,,1.5,1.1428571428571428,1.3333333333333333,0.0,,,0.5,64070309.571428575,1186134.7142857143,10080491.42857143,1.0,1.5714285714285714,33767195.71428572,0.0,447728.0,1.5714285714285714,97528624.28571428,21655802.71428572,1.5416666666666667,17612977.42857143,61000352.0,21.0,0.0,1081884.4,2.6055045871559632,1,0.0,0.0,1.7142857142857142,36942797.0,0.5,0.1428571428571428,,9146380.0,,1.5714285714285714,3.0,1.2857142857142858,0.0,209050.8571428572,0.0,1.0,15317251.42857143,1.1666666666666667,0.0,1.606374360419738,0.2459016393442623,,1.0003723830158782,1
334,65098.02571428572,35898.0,973.9942857142858,0.4285714285714285,,2.2857142857142856,,229622.92909090908,0.0,490366.54,0.0,34874.8,1.2857142857142858,2.0,2,1.8571428571428568,422.0,0.0,0.8571428571428571,0.0,0.0,0.1428571428571428,179769.8314285714,50093.0,,0,0,0.0283315844700944,0.0,,1970.11,152828148.22771996,,0.4576162939606364,0.0,,118.57142857142856,0.0,-0.0099999999999999,,15.0,5.0,9.0,9.0,10758.808571428572,,1,382855.59,,28627.06,62603.23571428571,0.0,,0.0,1.0666666666666669,142928.09,31313.512857142858,3,0.0,1.5714285714285714,0.0,3479579678.744071,,,9.0,-5079.318571428572,37896.29,43654.33,2,0,4.0,,32.0,1.6666666666666667,3.142857142857143,0.8571428571428571,0.0,51970.11,,60479.43,8.0,1.2857142857142858,17883.22,2.0,88122.00857142858,4547881747.955964,-250.0,66,0.1428571428571428,141775.75,7.0,9.0,2.142857142857143,1970.11,1.8839838337190729,145.33333333333334,60525.94857142858,0.0,62627.682857142856,119.14285714285714,58576.12714285714,5177529747.97018,1.8,0.0,85.2,0.0,2.2666666666666666,5.0,1.0,138461.77714285714,153447.74857142862,131308.9538095238,4.0,2.142857142857143,45023.68142857143,34720.06,123080.98714285714,1.5714285714285714,51109.05428571429,55396.00285714286,29.8125,0.0,51838.32,3.0,1.1428571428571428,75580.7159375,0.0327689787001638,0,2.0,8.0,0.7142857142857143,21332.09,8498.332010582011,0.0,21332.09,48613.3,,119.71428571428572,65.14285714285714,68.14285714285714,0.0,75028.22571428573,1.2857142857142858,60.85714285714285,91178.83,,13.0,0.0157232704402515,,0.0,0.7239971713930956,0
347,16268549.857142856,89399031.0,0.0,0.1428571428571428,,0.4285714285714285,,80545061.5,1.0,301250272.0,0.0,250250000.0,0.0,3.0,13,0.2857142857142857,2.0,0.2857142857142857,0.1428571428571428,23438142.85714286,0.0,0.0,43035753.14285714,0.0,,1,0,2.25,11943668.0,,2585953.0,,,,0.0,1.0,0.1428571428571428,0.0,0.0,,1.0,1.0,10.0,8.0,52214285.71428572,,0,301240272.0,,3632047.0,0.0,0.0,0.0,0.0,0.0,46177047.0,249928428.57142857,3,0.0,0.2857142857142857,15356000.0,1.8950182570506746e+17,-12000000.0,,23.0,-115.14285714285714,253206193.0,0.0,7,0,3.0,,0.0,0.6666666666666666,0.1428571428571428,0.1428571428571428,0.0,172580870.0,1.0,7112013.428571428,1.0,0.4285714285714285,1877193.0,0.0,209545196.57142857,3127271599674450.0,132000.0,121,0.1428571428571428,134442231.0,0.0,5.0,0.2857142857142857,2585953.0,0.09847075772601,0.0,531713744.5,0.0,102994388.57142857,0.4285714285714285,1501884.7142857143,1.7959520833333332e+16,0.4,0.1428571428571428,,0.0,0.3333333333333333,1.0,2.0,14766780.285714284,14766780.285714284,55459799.333333336,3.0,0.0,970559.7142857144,13371557.714285716,518863.8571428572,0.2857142857142857,66267922.28571428,175010681.7142857,0.56,14461970.285714284,0.0,3.0,0.1428571428571428,162265585.08,2.0416666666666665,0,0.0,0.0,0.4285714285714285,5930066.0,0.2564102564102564,0.0,5930066.0,0.0,56639396.0,0.0,0.1428571428571428,0.1428571428571428,0.0,1501884.7142857143,0.2857142857142857,0.0,147635474.7142857,0.6666666666666666,7.0,721.8652999350321,,4.67479091995221,1.0,1
188,62719126.571428575,0.0,,2.142857142857143,,3.0,,149954064.0,0.0,200630170.0,41752576.0,,3.857142857142857,5.0,0,1.8571428571428568,8.0,1.2857142857142858,1.5714285714285714,0.0,0.0,0.4285714285714285,154342588.57142857,800000.0,,3,1,1.5769230769230769,112518710.0,,0.0,3.269744240163855e+16,1.0,0.6874999999999999,0.0,,0.1428571428571428,0.0,,,1.0,37.0,8.0,6.0,115261917.0,,0,275001645.0,,0.0,14928288.857142856,,6.0,0.0,3.0666666666666664,25829207.0,57543285.71428572,0,0.0,3.2857142857142856,83960845.28571428,8797631472250000.0,1650.0,,12.0,-14699071.42857143,0.0,0.0,3,1,,,0.0,2.142857142857143,1.7142857142857142,2.142857142857143,36835207.0,112518710.0,1.0,410270.1428571429,,0.4285714285714285,376390.0,0.0,65456656.14285714,1259504401923.0,9900.0,46,0.8571428571428571,2094587.0,0.0,6.0,1.7142857142857142,0.0,6.724781364752726e-06,0.6666666666666666,,25819390.0,4374179.285714285,0.0,0.0,,2.6666666666666665,1.7142857142857142,1.8333333333333333,0.0,1.476190476190476,0.0,2.0,37316544.71428572,1386389.4285714286,1646457.0,8.0,1.2857142857142858,35017042.14285714,57502954.28571428,733082.5714285715,4.0,56389942.571428575,15864850.0,1.7735849056603774,85783767.42857143,121404445.0,10.0,0.0,20846261.260869566,1.974025974025974,2,0.0,0.0,1.1428571428571428,72497890.0,1.1515151515151514,0.0,,17752576.0,56556.0,1.1428571428571428,3.0,1.7142857142857142,55235207.0,0.0,0.0,2.142857142857143,58562039.71428572,1.1666666666666667,6.0,1.493761980441848,0.0,0.0760111264508957,0.9999808379949776,1
251,81050703.42857143,1141139156.0,,3.2857142857142856,,1.7142857142857142,41.20985694648209,98373253.61290322,0.0,1208261574.0,267854.0,1414280839.0,3.857142857142857,6.0,0,1.7142857142857142,12.0,2.0,2.142857142857143,586401228.5714285,1.0,2.571428571428572,136823250.14285713,243298930.0,,1,0,1.35,0.0,,482257.0,639044518338.0,,1.303795361102614,0.0,,1.0,0.0,,,22.0,8.0,14.0,9.0,267332857.1428572,,1,133641914.0,,24843.0,375699670.85714287,,1.0,0.0,9.3,1029693557.0,83841810.42857143,1,10023743.0,1.7142857142857142,61435771.85714286,397204825928740.3,-2411100800.0,,9.0,-28593796.85714286,17320656.0,253592061.0,0,0,,,3.0,1.8333333333333333,0.4285714285714285,1.0,12899357.0,2449361224.0,2.0,274855331.14285713,12.0,1.4285714285714286,268144.0,2.7142857142857144,93837196.28571428,8901954734964061.0,17463.0,57,1.4285714285714286,8385079.0,3.0,13.0,2.0,515761.0,0.8726649847908824,1.5714285714285714,64447836.0,66278064.0,289768344.85714287,1.4285714285714286,61294462.42857143,3.301592033709449e+16,3.5,0.5714285714285714,1.2857142857142858,2.0,1.366666666666667,1.0,0.5,79936816.14285715,80160224.28571428,122187367.1904762,13.0,3.0,8227532.285714285,359508964.71428573,42400217.28571428,1.2857142857142858,90827246.71428572,95735211.85714284,1.5909090909090908,229866274.1428572,1805374.0,1.0,1.7142857142857142,155470711.72727272,1.15,0,1.0,2.0,0.8571428571428571,874845.0,4.656126482213438,0.5714285714285714,874845.0,1570131.0,48213352.0,0.8571428571428571,2.142857142857143,1.2857142857142858,0.0,26413149.57142857,0.7142857142857143,2.7142857142857144,1370441.2857142857,2.1666666666666665,12.0,0.8781197274939707,1.00544116620103,0.0,1.077881616475482,0
104,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,15829323802.0,0.0,3.0,20,0.0,,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,1.5,868213.0,,868213.0,,,,,,0.0,0.0,,,,12.0,1.0,2.0,983900031.8571428,,0,,,,0.0,,0.0,0.0,,,0.0,16,0.0,0.1428571428571428,0.0,200000000.0,261790000.0,,,0.0,8586868014.0,0.0,17,0,,,0.0,1.4,0.1428571428571428,0.7142857142857143,0.0,5010968192.0,0.0,0.0,,0.0,6481879.0,0.0,188204.42857142852,,718553.0,160,0.1428571428571428,,0.0,1.0,0.0,868213.0,,,,15835805681.0,2952407489.857143,0.1428571428571428,0.0,1.0943736535780071e+19,0.0,0.2857142857142857,,0.0,0.8,1.0,,0.0,0.0,,1.0,0.0,173499655.7142857,0.0,0.0,0.1428571428571428,188204.42857142852,5571984131.714286,0.4615384615384615,0.0,0.0,16.0,0.0,596877245.3076923,2.4285714285714284,0,0.0,0.0,0.0,6491879.0,0.3333333333333333,0.1428571428571428,6491879.0,0.0,2678192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106717381.71428572,0.0,1.0,inf,,,0.42666475002215,1
318,626964279.8571428,0.0,3265598.571428572,2.0,,3.142857142857143,,191233399.0,0.0,1700681163.0,1340099712.0,,2.857142857142857,6.0,0,0.0,17.0,5.428571428571429,2.4285714285714284,1293.7142857142858,0.0,0.4285714285714285,713716399.1428572,6300000.0,24000000.0,0,2,0.6987951807228916,0.0,925086.0,0.0,1.2868698672455e+16,3.0,1.0004347089545025,0.0,,0.5714285714285714,0.0,-909000000.0,663568.4,,4.0,2.0,1.0,85716142.85714285,8857142.857142856,5,1561359796.0,113000000.0,0.0,0.0,1.0,1.0,81237546.0,14.566666666666666,229184511.0,325787213.85714287,0,0.0,3.4285714285714284,-17535000.0,5.235727144212544e+16,,18500000.0,10.0,3426440.571428572,0.0,1584452712.0,0,4,34.0,40700000.0,0.0,1.0,3.4285714285714284,2.857142857142857,10173101.0,481720.0,1.0,0.0,,1.4285714285714286,7285793.0,0.0,450484510.0,91776323812356.0,3672.0,21,3.857142857142857,1723254.0,0.0,0.0,6.714285714285714,0.0,1.0118948481247485,,4291562.25,421901476.0,209735663.42857143,0.0,246179.14285714287,,,3.857142857142857,4.0,0.0,0.0,1.0,1.0,354026272.28571427,344989.28571428574,6370224.0,3.0,5.571428571428571,142946526.2857143,243149069.85714287,0.0,3.7142857142857135,319367100.85714287,357868624.85714287,5.057692307692308,62785844.571428575,16923450.0,19.0,0.0,53836492.333333336,0.8333333333333334,14,0.0,2.0,5.714285714285714,339288638.5,2.3222222222222224,0.0,,1448616712.0,,7.142857142857143,1.7142857142857142,3.2857142857142856,48778101.0,0.0,0.8571428571428571,4.285714285714286,111136624.85714284,3.571428571428572,2.0,0.9693607644444444,1.0040003721276398,0.8186342438374417,1.0005206205438066,1
522,93796370.28571428,90805837.0,0.0,1.4285714285714286,,6.571428571428571,2.8030471131629024,423550130.0322581,6.0,440417736.0,330262012.0,426116170.0,9.571428571428571,29.0,0,10.714285714285714,25.0,5.428571428571429,5.0,18546480.285714287,11.0,2.7142857142857144,245550618.57142857,18424417.0,35000000.0,13,12,0.26875,591484733.0,,55447164.0,2532974982329889.0,,3.758384189297816,8836069.0,,17.142857142857142,13.0,,,23.0,30.0,12.0,10.0,43530002.85714286,,13,442998340.0,,56481147.0,162036919.57142857,0.0,0.4166666666666667,182356594.0,83.28571428571428,459526588.0,46465956.28571428,0,178248451.0,6.571428571428571,-19586569.285714287,7929516836402451.0,-112243252.0,,54.0,-8272646.714285715,205577908.0,366986788.0,1,10,2.0,,12.0,10.6,12.571428571428571,10.0,62501558.0,631813620.0,9.0,251724846.2857143,74.0,10.428571428571429,234558146.0,11.571428571428571,183340911.0,8206030657145685.0,-21756996.0,14,11.0,214220735.5,15.0,12.0,10.285714285714286,89317001.0,1.4535153005311567,13.285714285714286,105720561.85714284,194448115.0,123815885.0,10.428571428571429,118055990.14285716,3842676011752324.0,10.285714285714286,10.142857142857142,12.571428571428571,9.0,5.6000000000000005,11.0,13.0,109505899.14285716,114463821.14285716,206653479.0,32.0,12.857142857142858,178468120.2857143,154989436.2857143,178328813.85714287,11.0,187790397.85714287,181192523.7142857,10.704918032786884,321298055.4285714,109097124.0,0.0,10.0,244714741.67213115,0.2804503582395087,20,7.0,10.0,9.857142857142858,377908133.0,6.643678160919541,12.714285714285714,377908133.0,419621090.0,306026361.0,15.571428571428571,11.571428571428571,11.285714285714286,141370018.0,112686801.28571428,11.428571428571429,12.571428571428571,134709983.0,9.0,14.0,0.0003200326922123,0.0,13.554375502849174,0.8520412053422134,0
461,1110437.0,4716132.0,,0.8571428571428571,,2.0,,134275344.2777778,1.0,2360211168.0,14974483.0,763192574.0,2.4285714285714284,35.0,2,3.857142857142857,3.0,1.7142857142857142,1.8571428571428568,676729722.5714285,1.0,3.2857142857142856,339077017.71428573,0.0,,1,0,4.999999999999999,0.0,,595240.0,7523446503356.8,,1.0807925957493818,0.0,,0.7142857142857143,0.0,,,6.0,69.0,11.0,6.0,110024200.0,,0,4360769.0,,837106.0,232590841.2857143,,14.666666666666666,0.0,3.4666666666666663,1000000.0,8571428.57142857,1,162787614.0,2.571428571428572,3425834.1428571427,,-83717238.0,,32.0,-958781.4285714284,0.0,134054217.0,2,1,,,0.0,1.3333333333333333,0.5714285714285714,0.2857142857142857,10864866.0,2447059489.0,1.0,571428.5714285715,8.0,0.1428571428571428,2517547.0,1.1428571428571428,261882085.85714287,12365230002625.7,118800.0,87,0.4285714285714285,5263481.0,2.0,8.0,0.4285714285714285,2960466.0,0.8883579189978775,1.0,211187036.5,5542921.0,14493789.57142857,0.1428571428571428,6056075.285714285,1.937760632078145e+17,1.0,0.5714285714285714,0.2,0.0,1.0666666666666669,2.0,1.0,1138592.4285714286,1161863.0,4091150.857142857,20.0,0.1428571428571428,1318396.857142857,992587.4285714284,571428.5714285715,0.2857142857142857,261882085.85714287,110321863.14285716,1.0909090909090908,50126798.571428575,89670065.0,1.0,1.0,255640583.1818182,5.66,0,0.0,0.0,1.0,2517547.0,1.0882352941176472,0.5714285714285714,2517547.0,0.0,25560887.0,0.8571428571428571,0.7142857142857143,0.8571428571428571,10746066.0,2529682.714285714,0.4285714285714285,0.2857142857142857,18554873.71428572,1.0,11.0,1.0690749830587916,,0.9999977245047914,1.0943160673192431,1
512,99090709.71428572,64913270.0,0.0,4.571428571428571,,6.571428571428571,,84905066.0,0.0,464654170.0,90083731.0,720166169.0,1.1428571428571428,8.0,1,2.142857142857143,14.0,8.285714285714286,4.857142857142857,0.0,2.0,1.2857142857142858,239084173.85714287,369256792.0,50000000.0,0,0,1.7093023255813953,0.0,347390966.0,48898.0,9.6211412229885e+16,4.0,0.5179701562887962,0.0,,1.1428571428571428,0.0,-5000000.0,,5.0,13.0,10.0,6.0,289058337.14285713,0.0,3,321624186.0,,1266841.0,56302397.28571428,1.0,2.0,1640493.0,139.2,334583184.0,210472525.42857143,1,137929033.0,8.285714285714286,-8053709.857142857,7.728822654072128e+16,-18553002.0,0.0,8.0,3901647.142857143,2957815.0,2078916.0,2,0,9.0,,4.0,1.5714285714285714,1.7142857142857142,4.142857142857143,1011709.0,137929033.0,5.0,56072859.14285714,5.0,1.2857142857142858,2763538.0,1.2857142857142858,75903116.57142857,2.0114572930181884e+16,-8034.5,48,6.857142857142857,151641680.5,2.0,12.0,1.7142857142857142,1398483.0,0.2794233785395523,1.1666666666666667,140578051.0,78627898.0,17571869.85714286,2.571428571428572,67975829.85714285,1062409387675817.0,3.0,0.0,1.8333333333333333,1.0,0.9523809523809524,1.0,1.5,130460976.71428572,126254548.42857143,112206265.39130434,9.0,2.2857142857142856,21757245.14285714,87607226.85714285,125755667.14285716,3.0,68784000.42857143,129227500.14285716,4.081081081081081,0.0,252832212.0,1.0,0.7142857142857143,79669342.52941176,1.3079710144927537,0,0.0,0.0,3.0,15828492.0,3.4904761904761914,1.0,21379954.0,66311075.0,10915576.0,1.5714285714285714,3.0,4.428571428571429,3754668.0,34223839.85714286,0.5714285714285714,1.4285714285714286,169607488.57142857,5.0,13.0,1.205109825727541,0.6801202338313215,,0.9788424923033976,0
547,157400.57142857142,10715017.0,0.0,5.285714285714286,,2.571428571428572,,759271.8823529412,0.0,634528.0,1182146.0,0.0,3.857142857142857,4.0,0,0.4285714285714285,7.0,6.428571428571429,4.428571428571429,0.0,1.0,0.1428571428571428,400972.0,59700000.0,101000.0,0,2,2.603448275862069,0.0,1108928.0,30012.0,101903358986666.66,2.0,0.994618767185644,0.0,,0.0,0.0,-3000000.0,153012.0,3.0,8.0,7.0,5.0,30945457.14285714,0.0,2,20282146.0,500000.0,18528.0,155369.14285714287,3.0,inf,0.0,45.1,13948435.0,7849428.571428572,1,242679.0,2.7142857142857144,37134.857142857145,450000000.0,,28571.42857142857,17.0,589228.5714285715,0.0,253936.0,1,0,17.0,,1.0,1.25,1.5714285714285714,2.7142857142857144,274135.0,1833012.0,1.5,142654.85714285713,5.0,0.1428571428571428,77607.0,0.7142857142857143,1010663.1428571428,2550250000.0,10000.0,39,3.4285714285714284,182528.0,0.0,8.0,1.0,33012.0,1.1251542914843486,0.5,3634291.0,407607.0,408814.0,0.0,113940.57142857143,,1.0,1.7142857142857142,3.333333333333333,0.0,1.5833333333333333,0.0,1.0,478156.1428571429,47008.0,428528.0,13.0,1.1428571428571428,5454704.857142857,129083.42857142857,141940.57142857142,1.7142857142857142,1281242.5714285714,157080.42857142858,2.4347826086956523,1389452.857142857,92967.0,7.0,0.7142857142857143,1019928.052631579,2.3255813953488373,1,0.0,2.0,1.5714285714285714,92607.0,0.75,0.2857142857142857,,641578.0,,1.4285714285714286,2.7142857142857144,3.142857142857143,0.0,247158.8571428572,0.2857142857142857,2.571428571428572,5726408.428571428,2.333333333333333,7.0,1.2347325804389515,0.9307692307692308,,1.0,1
