,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119,M120,M121,M122,M123,M124,M125,M126,M127,M128,M129,M130,M131,M132,M133,M134,M135,M136,M137,M138,M139,M140,M141,M142,M143,M144,M145,M146,M147,M148,M149,M150,M151
391,17629982.42857143,,7882.0,6.285714285714286,,2.571428571428572,,,,,8163141.0,,3.7142857142857135,,0,,9.0,4.714285714285714,3.7142857142857135,,,,18061266.57142857,0.0,200000.0,4,3,1.7735849056603772,,86128.0,,2458681095145130.5,2.5,,,,,,,646844.4,,,,,20733855.71428572,3038571.4285714286,0,37770488.0,217500000.0,,,,4.0,9326234.0,5.199999999999999,26845390.0,66609000.0,0,576400.0,2.7142857142857144,-116176.14285714286,28662498404405.77,,71428.57142857143,17.0,1347468.4285714286,,5563141.0,2,3,43.0,635000.0,,,2.0,2.0,563677.0,,2.5,,,,304243.0,,4737078.285714285,,,23,3.0,,,,3.0,,,,,1527806.0,4474944.857142857,,,,,1.5714285714285714,3.0,,,,,21431990.0,,,,3.0,872389.7142857143,,,3.7142857142857135,4584028.857142857,2855555.1428571427,2.42,666706.8571428572,3575568.0,,,,1.7939698492462313,5,,,2.857142857142857,3128806.0,,,,32770488.0,,1.7142857142857142,1.2857142857142858,0.8571428571428571,181179.0,,,2.142857142857143,8137896.857142857,2.5,,1.1397321428571427,inf,0.9882443656231412,
166,10775583.714285716,1666888.0,,0.5714285714285714,,2.0,1.0,680000.0,0.0,10000025.0,14534071.0,11250000.0,2.7142857142857144,4.0,0,0.0,8.0,0.8571428571428571,2.4285714285714284,18928571.42857143,0.0,0.1428571428571428,2504901.4285714286,3300000.0,,1,1,1.7272727272727273,0.0,,73888.0,7818416937200.166,1.0,0.0,680000.0,,0.0,0.0,,,,6.0,8.0,6.0,4841394.285714285,,0,17037421.0,,25.0,71432.14285714286,,2.0,0.0,4.0,8500529.0,18841428.57142857,2,6677346.0,2.142857142857143,463932.4285714286,556213839232666.8,-18000000.0,,10.0,725887.0,1838166.0,16732457.0,2,0,,,1.0,1.0,0.7142857142857143,1.1428571428571428,1782320.0,18111888.0,2.0,800007.1428571428,2.0,0.1428571428571428,700154.0,0.1428571428571428,8900139.857142856,,-176.0,53,0.4285714285714285,619166.0,1.0,4.0,1.0,111888.0,0.7125951713948806,,1738179.6666666667,25431320.0,14358204.857142856,0.5714285714285714,546884.4285714285,5536627000000.0,1.0,2.4285714285714284,3.0,0.0,0.4,1.0,1.0,6522148.0,0.0,2149636.714285714,10.0,0.5714285714285714,10095305.714285716,1500007.142857143,0.0,0.8571428571428571,7399234.857142857,22055347.71428572,1.5217391304347827,12036949.57142857,27111562.0,7.0,0.1428571428571428,8381791.55882353,1.7352941176470589,1,0.0,2.0,1.1428571428571428,4132154.0,0.4411764705882352,0.2857142857142857,28979166.0,6050071.0,1112200.0,0.5714285714285714,0.5714285714285714,1.7142857142857142,0.0,315578.5714285714,0.0,2.571428571428572,4698201.428571428,1.8333333333333333,7.0,1.0895238095238096,1.6657809371839738,,0.5390417036379769
186,1599879800.2857144,5158326.0,,1.2857142857142858,,0.8571428571428571,,173670008.66666666,0.0,2955401593.0,0.0,169825452.0,1.2857142857142858,10.0,0,0.5714285714285714,6.0,0.0,1.2857142857142858,75153277.71428572,0.0,0.7142857142857143,50818185.42857143,0.0,,3,1,1.6,0.0,,3664498.0,1.2928422471438406e+17,0.5,0.0007374562472759,0.0,,0.8571428571428571,0.0,,,4.0,10.0,11.0,8.0,49052128.571428575,,2,356189019.0,,24957361.0,35452346.0,,1.0,0.0,4.000000000000001,2688970913.0,44119.857142857145,0,0.0,0.5714285714285714,-26846423.57142857,1594724107520000.0,-70899840.0,,6.0,200994348.7142857,0.0,250857522.0,3,0,,,1.0,0.4,0.7142857142857143,0.2857142857142857,0.0,251823752.0,1.0,1063523000.7142856,0.0,0.1428571428571428,110211881.0,0.1428571428571428,113577305.57142857,1.933502676490568e+17,-3574210.0,67,0.2857142857142857,737266963.0,0.0,12.0,0.4285714285714285,3664498.0,122.35830649877816,2.333333333333333,209666340.66666663,280037333.0,92987904.57142857,0.2857142857142857,510696149.5714286,9761929046420000.0,1.5,0.4285714285714285,2.2,1.0,0.3,0.5,1.0,1941934574.857143,2286155710.142857,1752514157.5714283,4.0,0.2857142857142857,352636997.4285714,444324319.2857143,1576699505.0,0.2857142857142857,25684683.71428572,72255341.57142857,1.1,39157455.42857143,0.0,1.0,0.0,181390662.57142857,1.9148936170212767,0,0.0,2.0,0.4285714285714285,138449481.0,0.6868131868131868,0.5714285714285714,138449481.0,0.0,74564338.0,1.2857142857142858,0.5714285714285714,0.5714285714285714,162589821.0,858618208.8571428,1.0,2.571428571428572,40959000.14285714,1.6666666666666667,11.0,1.1502246156757154,0.0,,0.931109177550862
266,1082236912.7142856,1225100859.0,0.0,2.2857142857142856,,1.4285714285714286,0.04,889837543.5384616,1.0,1707290500.0,785507139.0,495131000.0,2.2857142857142856,5.0,0,3.4285714285714284,8.0,1.2857142857142858,2.857142857142857,68142857.14285715,1.0,1.5714285714285714,1164135212.2857144,465502000.0,,3,2,0.8374999999999999,301587428.0,35579087.0,126500255.0,5.344311782845837e+16,0.5,0.4809171411756109,0.0,0.0,1.4285714285714286,2.0,0.0,43623503.0,10.0,22.0,12.0,7.0,314117894.14285713,0.0,8,1855417776.0,,57449540.0,1009995614.0,0.0,0.5,343413423.0,10.4,1769385950.0,238714051.2857143,0,0.0,1.7142857142857142,74272986.14285715,1.489021705936959e+17,-794362097.0,0.0,7.0,-57560338.0,420778423.0,631686503.0,0,1,4.0,0.0,1.0,2.7,1.4285714285714286,2.857142857142857,2348791548.0,1476560413.0,2.0,1282832835.4285717,19.0,1.8571428571428568,173797971.0,2.571428571428572,1220247947.4285717,4.678897298583976e+17,-23152000.0,34,2.142857142857143,2350695820.0,1.0,12.0,3.0,126500255.0,1.3116179265018528,2.333333333333333,1483433235.2857144,366513324.0,455022058.2857143,1.1428571428571428,2270451954.142857,4651359486565848.0,4.142857142857143,1.7142857142857142,2.5,5.0,3.566666666666668,3.5,1.0,935434871.7142856,744635065.4285715,1758049714.892857,17.0,2.2857142857142856,678959897.8571428,1320421726.5714283,682640286.0,3.7142857142857135,1090415121.5714283,289362110.0,2.6545454545454548,345912113.0,0.0,0.0,2.7142857142857144,743561448.2592592,0.7510729613733905,1,1.0,1.0,2.2857142857142856,252438174.0,2.772486772486772,1.0,230359446.0,1166336503.0,438642255.0,1.7142857142857142,1.8571428571428568,1.7142857142857142,2251765820.0,1889770321.0,1.8571428571428568,2.7142857142857144,722783079.8571428,3.0,12.0,0.2315261431603318,0.2,1.3534881132427332,1.6925941994636822
500,36603779.14285714,78095.0,0.0,3.0,,4.571428571428571,0.1291666666666666,2415722.321428572,2.0,132063817.0,51783.0,25140000.0,2.4285714285714284,12.0,0,1.5714285714285714,9.0,2.571428571428572,2.0,20057185.71428572,0.0,10.142857142857142,563892.1428571428,0.0,,4,1,1.8727272727272728,107744.0,,50420.0,190128878469166.62,,0.996876926228042,0.0,,0.8571428571428571,0.0,7000000.0,,13.0,33.0,14.0,6.0,17825742.85714286,,0,12140342.0,,50083.0,2426441.0,0.0,3.0,187179.0,9.571428571428571,1260773.0,5969771.0,2,60444.0,4.714285714285714,-1699557.142857143,9493620322380.951,-83600000.0,,13.0,8433.285714285714,0.0,953983.0,1,0,5.0,,2.0,1.4444444444444444,2.4285714285714284,1.8571428571428568,0.0,92349144.0,0.0,354617.0,6.0,3.0,168779.0,0.7142857142857143,619910.0,240123319224.0,27500.0,34,0.2857142857142857,334740.0,1.0,13.0,1.4285714285714286,50444.0,0.9577067009156368,2.0,259237.8571428572,0.0,1041656.4285714284,1.4285714285714286,377823.7142857143,35362902500.0,0.8,0.4285714285714285,2.6666666666666665,1.0,2.0277777777777777,1.0,1.0,37259924.28571428,22494962.42857143,703506.6666666666,30.0,2.142857142857143,974553.4285714284,776825.5714285715,9302384.857142856,1.0,952095.0,2099724.8571428573,1.5555555555555556,23240172.57142857,50520.0,2.0,1.2857142857142858,3715188.685185185,2.4322033898305087,2,2.0,1.0,1.7142857142857142,1017179.0,2.7643678160919536,2.0,1017179.0,7842509.0,12547144.0,1.8571428571428568,0.4285714285714285,2.142857142857143,979773.0,360695.0,1.4285714285714286,1.8571428571428568,218656.42857142852,0.7142857142857143,11.0,1.042125,0.029,inf,1.0218281818181818
228,86886314.42857143,1000000.0,0.0,10.571428571428571,,2.142857142857143,,57150397.31578948,0.0,865110762.0,0.0,555000000.0,2.571428571428572,17.0,0,6.285714285714286,5.0,1.2857142857142858,1.5714285714285714,110128972.42857143,6.0,8.857142857142858,139036825.0,434000000.0,,0,2,4.761904761904762,2248323.0,,923000.0,7447989768296667.0,,0.3710054779879297,0.0,,2.4285714285714284,0.0,,,1.0,49.0,14.0,8.0,248882135.2857143,,2,206371445.0,,680507.0,2974035.4285714286,0.0,inf,0.0,12.5,516134288.0,100003283.85714284,0,1817967.0,1.5714285714285714,1042998.4285714284,24726580424038.0,-84000000.0,,29.0,12899218.285714284,0.0,117947507.0,3,0,3.0,,0.0,1.0,0.8571428571428571,0.8571428571428571,195827474.0,311530689.0,1.0,183394146.2857143,19.0,1.8571428571428568,1826899.0,2.2857142857142856,81639886.14285715,7534535644542730.0,22000.0,55,1.0,4206660.0,2.0,11.0,1.1428571428571428,1000000.0,0.9788990978747056,2.5,333228841.0,2668899.0,108629695.14285716,0.8571428571428571,309808813.5714286,226783452239917.0,1.8,0.8571428571428571,1.3333333333333333,2.0,1.1428571428571428,1.0,2.0,32507146.57142857,50337816.14285714,196074164.80952385,7.0,1.5714285714285714,188879362.7142857,110488003.42857143,61523110.42857143,1.2857142857142858,74144661.0,13819130.57142857,1.131578947368421,804015.8571428572,3019216.0,0.0,2.4285714285714284,89260904.26315789,4.402777777777778,0,3.0,1.0,1.5714285714285714,8822612.0,1.4411764705882353,0.7142857142857143,8822612.0,49442908.0,8300989.0,2.0,2.0,0.1428571428571428,0.0,340185673.0,1.5714285714285714,1.0,2204026.8571428573,1.2,11.0,1.3636363636363635,,inf,1.087610162601626
308,112151189.28571428,0.0,9516062.714285716,5.0,1.0000000000000002,3.142857142857143,,386960284.06666666,0.0,317429561.0,89628788.0,9000000.0,2.571428571428572,2.0,0,0.4285714285714285,6.0,6.0,2.7142857142857144,108597428.57142857,0.0,0.7142857142857143,109235286.85714284,587700000.0,19350000.0,3,0,1.3076923076923077,369536017.0,30829360.0,13541866.0,3.793931338262076e+16,3.0,2.0432880911810614,0.0,,0.2857142857142857,0.0,-225000000.0,124404576.7,10.0,4.0,11.0,6.0,69826181.28571428,23018571.42857143,4,408704846.0,10000000.0,143842066.0,183400601.0,2.0,0.5,147394493.0,4.61904761904762,303623635.0,67353571.42857143,2,54609505.0,3.571428571428572,-17683737.0,2.970613546061336e+16,-9000000.0,4342857.142857143,8.0,73658253.71428572,290604484.0,11440243.0,0,2,36.0,8975000.0,1.0,0.8333333333333334,3.4285714285714284,2.857142857142857,198629392.0,598852791.0,3.0,58354440.28571428,7.0,0.1428571428571428,41219120.0,0.4285714285714285,143018558.57142857,5792250601650182.0,-4250000.0,26,3.7142857142857135,154697318.0,0.0,12.0,3.4285714285714284,28375626.0,16.256723432791343,1.4,133896914.0,347189029.0,129449969.0,0.4285714285714285,73462672.28571428,61064543476875.0,1.25,3.857142857142857,1.0,0.0,0.5666666666666667,1.0,1.0,235705980.1428572,65376585.42857143,187458028.6,7.0,2.2857142857142856,148806714.42857143,141261639.2857143,37985108.571428575,3.0,167227273.7142857,184064784.1428572,3.5166666666666666,422248573.5714286,106418081.0,1.0,1.0,176925522.17948717,1.3392226148409894,1,4.0,1.0,2.857142857142857,348845272.0,0.4980237154150199,1.0,319509909.0,5330243.0,367334791.0,2.0,3.571428571428572,2.142857142857143,221615641.0,175983539.42857143,0.8571428571428571,1.0,186934049.2857143,3.142857142857143,12.0,0.7626455568053994,1.482111287804878,1.520753611968782,0.7289651031894935
394,27389745.71428572,304012397.0,0.0,1.1428571428571428,,1.5714285714285714,0.8147436072583455,29521162.52631579,0.0,137470698.0,0.0,43525338.0,1.0,6.0,2,1.1428571428571428,5.0,1.2857142857142858,1.1428571428571428,6140679.428571428,9.0,1.1428571428571428,21575268.85714286,0.0,500000.0,5,2,1.2000000000000002,7424203.0,13790264.0,59739.0,1093414107280874.4,,2.580206259281828,0.0,,1.2857142857142858,3.0,0.0,7429198.5,7.0,21.0,15.0,7.0,11848211.42857143,,0,115740139.0,,15933.0,4387549.571428572,1.0,0.5,42774.0,,221571388.0,21935336.57142857,0,1699766.0,1.5714285714285714,-230620.2857142857,44855429794570.7,-4362880.0,,6.0,508691452.85714287,0.0,2439160.0,1,3,13.0,,1.0,3.0,0.8571428571428571,1.5714285714285714,52981641.0,19400263.0,1.0,40220283.28571428,30.0,1.8571428571428568,234436.0,2.2857142857142856,12088046.142857144,207549964691434.03,-21084.0,58,0.8571428571428571,3125291.0,3.0,9.0,1.0,59739.0,,1.6,64384855.4,18529231.0,1277273.7142857143,1.0,271056333.28571427,126502505167076.92,1.4,1.8571428571428568,1.0,1.0,1.142857142857143,1.0,2.5,3280388.571428572,3268570.714285714,258335631.56,1.0,1.1428571428571428,8347130.571428572,7518191.428571428,1223837.7142857143,1.5714285714285714,12088046.142857144,7604928.714285715,1.7073170731707317,5014185.857142857,1431622.0,0.0,4.428571428571429,81384611.68292683,1.0085470085470083,2,13.0,0.0,3.4285714285714284,3657587.0,1.9181286549707603,0.7142857142857143,3657587.0,16441434.0,2013623.0,0.8571428571428571,1.8571428571428568,0.2857142857142857,82267.0,887611953.2857143,1.8571428571428568,0.5714285714285714,405558718.7142857,1.0,11.0,1.0666666666666669,,1.0744863184429465,0.7194831363166005
275,133786343.0,535354.0,0.0,0.4285714285714285,,3.2857142857142856,,379368538.8666667,1.0,689648446.0,313387953.0,32612500.0,3.7142857142857135,13.0,0,4.142857142857143,3.0,0.5714285714285714,2.571428571428572,125130555.42857143,1.0,0.2857142857142857,213648244.7142857,0.0,,2,0,4.545454545454546,0.0,,184869.0,4.874454169937768e+17,,0.0779725363893635,0.0,,0.0,0.0,0.0,,4.0,14.0,10.0,9.0,10010142.857142856,,0,1357216171.0,,7824026.0,175801690.7142857,0.0,0.0,0.0,12.566666666666666,991829992.0,0.0,1,0.0,3.7142857142857135,2375585.571428572,8.077490476978944e+16,-231770376.0,,21.0,33372843.285714287,52134335.0,560997953.0,4,0,1.0,,0.0,0.8333333333333334,0.5714285714285714,0.4285714285714285,0.0,243848956.0,1.0,375728401.4285714,0.0,0.4285714285714285,90715835.0,0.0,6736500.285714285,1.3280340592826294e+16,5610250.0,114,0.5714285714285714,502628623.5,0.0,11.0,0.5714285714285714,184869.0,0.1593717212960305,0.0,1187105.3333333333,0.0,39311742.42857143,0.0,373174825.0,3348018644979036.5,0.25,0.2857142857142857,0.5,0.0,0.5666666666666667,0.0,0.5,103082248.42857143,103082248.42857143,605349439.1333333,29.0,0.0,4118080.714285714,211445109.2857143,52346904.14285714,0.1428571428571428,7538418.0,121430027.71428572,0.9032258064516128,33902437.0,0.0,1.0,0.0,48561794.93548387,4.142857142857143,0,0.0,0.0,0.4285714285714285,335210649.0,0.7624999999999998,0.7142857142857143,335210649.0,288810337.0,8184869.0,0.0,0.8571428571428571,0.2857142857142857,297669135.0,313211792.0,0.1428571428571428,0.4285714285714285,27913006.57142857,1.6,12.0,inf,inf,,0.20296519525603
468,105854849.71428572,0.0,0.0,5.571428571428571,,9.857142857142858,,500034.0,0.0,500072.0,36026824.0,,9.0,1.0,0,0.0,15.0,8.142857142857142,10.0,7142857.142857143,0.0,0.0,396578243.5714286,0.0,,5,2,1.9690721649484533,0.0,,369774.0,99506254157057.78,4.0,,34.0,inf,0.0,0.0,,4186220.0,,,0.0,0.0,7638236.0,0.0,0,505976220.0,,500034.0,0.0,0.0,0.4,55758717.0,130.0,303156472.0,20047090.285714287,0,110369517.0,9.857142857142858,-2119822.0,312424810066720.0,-53816400.0,0.0,29.0,-7134936.0,0.0,45961734.0,2,5,1.0,50000000.0,0.0,,3.2857142857142856,2.142857142857143,39135635.0,54186220.0,4.0,0.0,1.0,0.0,74004214.0,0.1428571428571428,19013179.42857143,,-36.0,19,3.857142857142857,,0.0,0.0,3.571428571428572,369820.0,,,369774.0,245953738.0,35910405.71428572,0.0,52815.71428571428,,1.0,4.571428571428571,6.166666666666667,0.0,,,,121002470.0,0.0,434910.0,,4.428571428571429,26225829.71428572,71438.85714285714,0.0,3.7142857142857135,22282496.85714286,94400596.85714284,4.326530612244898,36522590.85714286,34005184.0,23.0,0.1428571428571428,14778008.5,1.7073170731707317,5,0.0,0.0,3.571428571428572,89164246.0,,0.0,,31070217.0,4186220.0,4.0,4.285714285714286,3.0,68760161.0,71444.28571428571,0.0,5.0,32944673.71428572,4.333333333333333,0.0,0.9221678885991048,6.245195404240684,0.0,3431.5789473684213
455,588081.1428571428,1261763.0,,0.1428571428571428,,0.8571428571428571,inf,1000324.0,1.0,2208284.0,0.0,147225415.0,0.0,3.0,11,0.0,2.0,0.8571428571428571,1.2857142857142858,30855011.85714286,0.0,0.1428571428571428,260255.8571428572,167.0,,1,1,0.8750000000000001,206140.0,,12216.0,,,1.0102089599181132,96.0,,0.2857142857142857,1.0,,,,12.0,6.0,4.0,20875680.0,,1,1000324.0,,1000324.0,0.0,,1.0,2245834.0,0.3,2208284.0,17144285.714285713,7,120752216.0,0.8571428571428571,-277887.5714285714,665443728039555.6,-10002097.0,,0.0,-285714.28571428574,1146823.0,0.0,8,0,,,3.0,1.5,1.4285714285714286,1.0,0.0,120752216.0,2.0,315469.14285714284,1.0,0.2857142857142857,1509928.0,0.2857142857142857,7158672.285714285,128926037906.91669,-147132.0,95,2.2857142857142856,1750030.0,0.0,6.0,1.1428571428571428,51513.0,0.9104080872854968,,29629096.33333333,2245834.0,1654811.142857143,0.8571428571428571,285714.28571428574,6878754011658.3,1.8,1.0,,3.0,0.5714285714285714,1.0,1.0,315469.14285714284,315469.14285714284,1937541.0,3.0,0.0,11152738.0,848353.4285714285,0.0,1.0,13388102.0,11010138.0,1.6511627906976745,1030703.4285714284,12216.0,7.0,0.2857142857142857,10573832.813953487,0.8363636363636363,0,0.0,0.0,0.4285714285714285,41906845.0,1.176470588235294,1.4285714285714286,41906845.0,0.0,1796013.0,0.0,0.0,1.0,0.0,630962.1428571428,0.0,0.0,3814864.4285714286,1.7142857142857142,6.0,0.9783518580161268,0.0,inf,1.4592956
428,22158335.14285714,0.0,0.0,6.142857142857143,,3.0,,,0.0,,16029005.0,56863491.0,2.857142857142857,10.0,0,0.0,4.0,4.714285714285714,5.571428571428571,5644271.428571428,0.0,0.0,11131560.857142856,2000000.0,,4,2,2.6444444444444444,0.0,10308070.0,2043794.0,279479102065613.5,1.0,,,inf,0.0,0.0,11900000.0,2304793.0,,14.0,2.0,1.0,446232157.4285714,5214285.714285715,1,31228498.0,,,0.0,0.0,inf,0.0,17.583333333333332,20954525.0,5714285.714285715,0,3339024.0,3.2857142857142856,-6318627.857142857,125000000000.0,-27808100.0,5857142.857142857,10.0,2388465.0,0.0,1299635.0,1,0,11.0,36500000.0,0.0,2.6666666666666665,1.8571428571428568,2.7142857142857144,1296775.0,58423823.0,2.0,0.0,,0.0,3527230.0,0.0,6314336.571428572,,-2754.0,51,1.2857142857142858,,0.0,0.0,0.5714285714285714,2126628.0,,,,20417430.0,11747262.857142856,0.2857142857142857,0.0,137841476595240.34,1.0,2.0,1.1666666666666667,1.0,2.333333333333333,1.0,,10259403.857142856,0.0,,4.0,1.2857142857142858,25994077.42857143,0.0,0.0,1.1428571428571428,7664121.142857143,7858638.714285715,1.8979591836734693,33163992.285714287,11940401.0,19.0,0.0,19173539.75,2.583941605839416,0,0.0,0.0,0.7142857142857143,3777230.0,0.4761904761904762,0.0,,7095098.0,13863023.0,1.2857142857142858,1.1428571428571428,1.4285714285714286,0.0,0.0,0.0,1.0,20875440.14285714,2.0,2.0,0.9901024281693828,2.057823337697429,,1.007215326583629
384,16672722.714285716,0.0,,2.2857142857142856,,2.0,,19748991.045454547,3.0,130431865.0,7246785.0,224152772.0,2.7142857142857144,23.0,0,0.2857142857142857,5.0,4.428571428571429,6.285714285714286,9742285.714285716,0.0,1.4285714285714286,1627366.5714285714,22184000.0,,1,0,2.0,47049177.0,,1071957.0,117047834729166.69,,0.7852004123544702,0.0,,1.0,3.0,,,3.0,12.0,10.0,6.0,41429064.0,,1,53376680.0,,483417.0,30265509.285714287,,0.0,0.0,233.7666666666667,15990000.0,3144438.8571428573,0,0.0,7.714285714285714,-4136270.0,97924106250000.02,-33309152.0,,14.0,-877771.4285714285,100030582.0,11646714.0,2,1,,,3.0,1.625,0.4285714285714285,1.4285714285714286,3648702.0,143523480.0,2.0,7156540.857142857,8.0,1.8571428571428568,4772274.0,1.0,12754545.857142856,7115555005666.666,-1851072.0,42,1.4285714285714286,9361202.0,0.0,15.0,1.7142857142857142,1071957.0,1.7416536433369016,1.8333333333333333,29591529.4,55828046.0,38454031.71428572,0.7142857142857143,4982629.714285715,1626564018224588.8,1.8333333333333333,2.2857142857142856,2.4,4.0,1.4107142857142858,2.0,3.0,13918114.42857143,10958446.57142857,9151777.578947367,53.0,1.5714285714285714,42602587.0,16739640.42857143,6908035.857142857,1.7142857142857142,5486491.857142857,16765706.857142856,2.090909090909091,16319586.42857143,0.0,0.0,1.1428571428571428,80151729.36363636,1.879032258064516,3,2.0,1.0,1.1428571428571428,5354774.0,1.818840579710145,1.1428571428571428,5354774.0,19529151.0,20672115.0,1.2857142857142858,0.5714285714285714,1.1428571428571428,0.0,4875944.0,1.5714285714285714,1.5714285714285714,57223432.28571428,2.2,11.0,1.1046594756904635,1.259761146082223,0.952054528607374,1.3105073990558518
122,185071503.0,0.0,,4.714285714285714,,1.7142857142857142,,32482165.125,0.0,173679290.0,33303202.0,0.0,2.142857142857143,1.0,0,0.4285714285714285,4.0,2.2857142857142856,2.0,0.0,3.0,0.5714285714285714,56633467.85714286,73000.0,,0,0,3.6666666666666665,0.0,,1422952.0,289532513306450.0,0.0,0.9729987249614256,0.0,,0.1428571428571428,0.0,,,4.0,6.0,9.0,5.0,6107800.0,,0,193526938.0,,2800810.0,86481880.0,,2.0,0.0,11.583333333333334,200340267.0,11700942.857142856,0,21540976.0,1.8571428571428568,382702.8571428572,1511726268147196.0,,,8.0,-6388158.0,0.0,44479598.0,2,0,,,1.0,1.5,0.2857142857142857,0.7142857142857143,125843701.0,1584690.0,0.0,11922193.714285716,0.0,0.8571428571428571,103599881.0,0.0,58177304.571428575,30932045189164.0,20000.0,102,0.1428571428571428,72571096.0,0.0,8.0,0.7142857142857143,1564690.0,0.561001,0.2,4322910.0,33879866.0,52448619.28571428,0.0,20734808.285714287,200000000.0,,0.4285714285714285,0.25,0.0,0.3333333333333333,1.0,1.5,203223997.1428572,66759878.14285714,79703405.14285715,3.0,0.2857142857142857,57426275.42857143,44786335.71428572,29028673.14285714,0.5714285714285714,59470797.42857143,74794646.14285715,0.5714285714285714,11462062.285714284,33897166.0,10.0,0.0,3347444.0,4.511627906976744,0,0.0,0.0,0.7142857142857143,128591091.0,1.3636363636363638,0.1428571428571428,53688754.0,30514112.0,,0.4285714285714285,0.2857142857142857,0.4285714285714285,0.0,10493622.285714284,0.4285714285714285,0.4285714285714285,20622717.285714287,0.0,8.0,inf,inf,,1.066987658906421
202,4912102.428571428,22462641.0,8029997.571428572,2.2857142857142856,1.0,3.0,inf,8273598.529411765,0.0,31390888.0,4578851.0,75199648.0,2.4285714285714284,9.0,0,0.4285714285714285,13.0,3.2857142857142856,1.5714285714285714,126991262.28571428,0.0,0.2857142857142857,21220432.42857143,245379384.0,13000000.0,2,5,1.10989010989011,0.0,1451193.0,1011709.0,2330828533859427.5,2.0,3.226905938304525,0.0,,0.5714285714285714,0.0,0.0,56209983.0,4.0,12.0,10.0,5.0,97084071.42857143,0.0,7,44091524.0,,130334.0,4288852.571428572,1.0,inf,20380682.0,11.366666666666664,639652404.0,33095099.285714287,0,68317003.0,3.0,-23841294.14285714,4182881423016860.0,-43107139.0,50000000.0,4.0,-29718376.0,3105050.0,429222.0,1,0,8.0,,1.0,1.5,3.0,2.4285714285714284,205542161.0,457102042.0,2.0,5320464.857142857,10.0,0.2857142857142857,834842.0,1.0,182087868.57142857,643736466664178.2,6887801.0,37,3.0,47436890.0,1.0,10.0,2.7142857142857144,1011709.0,0.903884989414942,1.6666666666666667,122650117.6,47925454.0,95008369.85714284,0.7142857142857143,8972428.57142857,164085685341176.5,2.0,3.142857142857143,3.4285714285714284,0.0,1.1,1.0,1.0,319423319.14285713,432860.5714285714,20592067.352941178,12.0,3.0,130101826.71428572,2960610.0,4412820.857142857,1.5714285714285714,178214981.14285713,41495007.85714286,3.309090909090909,110521694.71428572,136199618.0,0.0,1.4285714285714286,114440561.02173913,1.2382978723404254,0,2.0,2.0,1.5714285714285714,12305406.5,1.703557312252964,1.1428571428571428,38092146.5,7532324.0,74197472.0,2.2857142857142856,2.2857142857142856,1.8571428571428568,199392161.0,5511559.285714285,0.2857142857142857,3.142857142857143,130460976.71428572,2.333333333333333,12.0,1.0787480625124195,0.3751900014168663,15.479439164392584,1.014469673633248
